,mean_in_high_group,mean_in_baseline_group,mean_difference (high - base),abs_difference
no-neoplastic cells: mean of their intensity_std,21.341110586985515,23.63178707919907,-2.2906764922135565,2.2906764922135565
connective cells: std of their perimeter,24.00633082524095,21.975582869269555,2.030747955971396,2.030747955971396
inflamatory cells: std of their intensity_mean,12.268281811141078,14.298419614954463,-2.0301378038133855,2.0301378038133855
neoplastic cells: mean of their dissimilarity,12.220929187226364,14.158934623309362,-1.9380054360829977,1.9380054360829977
necrosis cells: std of their intensity_mean,15.163663971076712,17.094499536622386,-1.9308355655456744,1.9308355655456744
connective cells: mean of their intensity_std,22.21043059578951,23.88989540880676,-1.6794648130172476,1.6794648130172476
no-neoplastic cells: mean of their dissimilarity,14.49824454786283,16.162553548944164,-1.6643090010813335,1.6643090010813335
no-neoplastic cells: std of their perimeter,16.85880607695567,15.498132909216967,1.3606731677387032,1.3606731677387032
neoplastic cells: std of their intensity_std,3.8071102156944234,5.140606152616033,-1.3334959369216093,1.3334959369216093
inflamatory cells: mean of their perimeter,63.27232235305837,64.55712933865554,-1.2848069855971715,1.2848069855971715
Local Renyi entropy (at alpha=infinity) skew,2.0227370081188267,0.8028139635810583,1.2199230445377685,1.2199230445377685
connective cells: std of their intensity_mean,17.387267747174363,18.60018849246335,-1.2129207452889865,1.2129207452889865
no-neoplastic cells: mean of their axis_major_length,25.37688391291784,24.208148982368783,1.168734930549057,1.168734930549057
Local Shannon index skew,1.377102121989378,0.2225172142166549,1.154584907772723,1.154584907772723
necrosis cells: mean of their intensity_std,20.25368010162362,21.36143369784013,-1.1077535962165115,1.1077535962165115
inflamatory cells: std of their perimeter,12.966195744751547,11.910839800840895,1.0553559439106515,1.0553559439106515
neoplastic cells: mean of their perimeter,86.25664581147365,87.28912963537506,-1.0324838239014156,1.0324838239014156
inflamatory cells: mean of their intensity_std,26.69784915636358,27.714866879935926,-1.0170177235723443,1.0170177235723443
connective cells: std of their axis_major_length,10.489282300515834,9.492520642180057,0.9967616583357763,0.9967616583357763
Local Simpson index skew,1.639623324472993,0.6478992730741623,0.9917240513988307,0.9917240513988307
connective cells: mean of their axis_major_length,31.308040500530844,30.42247477350052,0.8855657270303219,0.8855657270303219
necrosis cells: mean of their dissimilarity,18.55131340787655,19.418130255724282,-0.8668168478477334,0.8668168478477334
necrosis cells: std of their perimeter,14.861853038691379,14.010678378893559,0.8511746597978203,0.8511746597978203
Local richness skew,1.3424234859748814,0.587746825701887,0.7546766602729944,0.7546766602729944
Gloabl Shannon index,0.6762869321995569,1.412373212663492,-0.7360862804639351,0.7360862804639351
no-neoplastic cells: std of their intensity_std,4.2183669733754625,4.952963570667969,-0.7345965972925068,0.7345965972925068
neoplastic cells: std of their area,215.49701324159096,216.16202457580593,-0.6650113342149666,0.6650113342149666
connective cells: mean of their axis_minor_length,13.577477823439429,14.21687886252541,-0.6394010390859819,0.6394010390859819
connective cells: mean of their perimeter,77.8357368061036,77.19798217368776,0.6377546324158345,0.6377546324158345
inflamatory cells: mean of their dissimilarity,16.91967554394563,17.496399930362358,-0.5767243864167284,0.5767243864167284
connective cells: mean of their dissimilarity,15.624087615734126,16.185472984970776,-0.5613853692366497,0.5613853692366497
Infiltration of neoplastic cells in no-neoplastic region,10.87838702026904,10.325915160116548,0.5524718601524921,0.5524718601524921
Gloabl Renyi entropy (at alpha=infinity),0.20236108109853904,0.7517271880227535,-0.5493661069242145,0.5493661069242145
no-neoplastic cells: std of their axis_major_length,6.288566284177031,5.774728898578175,0.5138373855988556,0.5138373855988556
neoplastic cells: mean of their intesntiy_kurtosis,0.7939737150567775,0.3227611225120253,0.4712125925447522,0.4712125925447522
Infiltration of connective cells in neoplastic region,0.04808864409689596,0.5086029661560554,-0.46051432205915943,0.46051432205915943
inflamatory cells: mean of their axis_minor_length,16.752763158721535,17.17958220471684,-0.4268190459953054,0.4268190459953054
Infiltration of inflamatory cells in neoplastic region,0.0752009986890849,0.4966178080893938,-0.4214168094003089,0.4214168094003089
inflamatory cells: mean of their axis_major_length,21.890787931810646,22.298416863254236,-0.4076289314435897,0.4076289314435897
inflamatory cells: std of their axis_major_length,4.527426201028118,4.144120463267406,0.3833057377607121,0.3833057377607121
connective cells: kurtosis of their eccentricity,0.7722160395264237,0.39066035993117815,0.38155567959524556,0.38155567959524556
neoplastic cells: mean of their axis_minor_length,20.558492761918462,20.937591024802828,-0.37909826288436577,0.37909826288436577
neoplastic cells: std of their perimeter,20.490151092881202,20.13593317674065,0.3542179161405521,0.3542179161405521
no-neoplastic cells: mean of their axis_minor_length,17.146467694964024,16.79311123826704,0.35335645669698224,0.35335645669698224
no-neoplastic cells: mean of their intesntiy_kurtosis,0.7425580347210566,0.3961757179052052,0.3463823168158514,0.3463823168158514
neoplastic cells: mean of their axis_major_length,30.256771783418177,30.58251434137437,-0.3257425579561932,0.3257425579561932
no-neoplastic cells: std of their dissimilarity,3.240705179623242,3.5452331251794913,-0.3045279455562495,0.3045279455562495
necrosis cells: std of their axis_major_length,5.267262060602104,4.972276276083353,0.2949857845187509,0.2949857845187509
Gloabl Simpson index,0.7882692800709754,0.4937110500857008,0.2945582299852746,0.2945582299852746
connective cells: kurtosis of their orientation,-0.6714979810489924,-0.40311140643850246,-0.2683865746104899,0.2683865746104899
necrosis cells: kurtosis of their area,0.5640759168984195,0.2982504638486493,0.26582545304977023,0.26582545304977023
connective cells: kurtosis of their intensity_mean,-0.43931289069530555,-0.6968130981852876,0.25750020748998204,0.25750020748998204
necrosis cells: kurtosis of their contrast,-0.09771267225850261,-0.3538471286208192,0.2561344563623166,0.2561344563623166
connective cells: std of their dissimilarity,4.503361870200233,4.262104480717541,0.2412573894826915,0.2412573894826915
no-neoplastic cells: kurtosis of their energy,-0.4170701691151824,-0.17640473131759865,-0.24066543779758376,0.24066543779758376
no-neoplastic cells: kurtosis of their solidity,0.3513986659734774,0.557392542090453,-0.20599387611697556,0.20599387611697556
neoplastic cells: std of their intesntiy_kurtosis,0.9767688653345592,0.7715346186927018,0.2052342466418574,0.2052342466418574
connective cells: std of their axis_minor_length,3.598216050330625,3.7994042699773543,-0.2011882196467294,0.2011882196467294
connective cells: mean of their intesntiy_kurtosis,0.0672379196183394,-0.13238024749287333,0.19961816711121272,0.19961816711121272
neoplastic cells: kurtosis of their area,-0.688206953467265,-0.49261256217406174,-0.19559439129320327,0.19559439129320327
neoplastic cells: kurtosis of their solidity,0.5868926591822519,0.7782970833540274,-0.1914044241717755,0.1914044241717755
no-neoplastic cells: kurtosis of their homogeneity,-0.5497151558716685,-0.36134897056750614,-0.18836618530416238,0.18836618530416238
no-neoplastic cells: kurtosis of their intesntiy_kurtosis,-0.29080817336915027,-0.10314225776313886,-0.18766591560601142,0.18766591560601142
connective cells: kurtosis of their dissimilarity,-0.28823220325665305,-0.47448717154881775,0.1862549682921647,0.1862549682921647
neoplastic cells: mean of their intensity_skew,0.8900095148064242,0.7072075731854304,0.18280194162099384,0.18280194162099384
no-neoplastic cells: kurtosis of their intensity_std,-0.6647161875340198,-0.48204441520809843,-0.1826717723259214,0.1826717723259214
neoplastic cells: kurtosis of their intesntiy_kurtosis,-0.26998691960704174,-0.09199802250090577,-0.17798889710613597,0.17798889710613597
connective cells: skew of their orientation,0.04042441488969186,-0.13581698463428624,0.1762413995239781,0.1762413995239781
no-neoplastic cells: std of their axis_minor_length,3.9595732568960815,3.7896270145746582,0.1699462423214233,0.1699462423214233
necrosis cells: std of their axis_minor_length,3.4436784722634326,3.2749579076382767,0.16872056462515594,0.16872056462515594
neoplastic cells: kurtosis of their intensity_mean,-0.6273476112749587,-0.7914687101479037,0.1641210988729449,0.1641210988729449
neoplastic cells: std of their dissimilarity,2.5281161061073374,2.69211449630476,-0.16399839019742268,0.16399839019742268
no-neoplastic cells: std of their intesntiy_kurtosis,1.0421450205090963,0.8787340396520372,0.16341098085705907,0.16341098085705907
percent_of_background_region,0.14816241448158035,0.307587166197627,-0.15942475171604664,0.15942475171604664
inflamatory cells: mean of their intesntiy_kurtosis,0.49806397867080726,0.33880917181303866,0.1592548068577686,0.1592548068577686
necrosis cells: std of their dissimilarity,4.506404534436519,4.660610306458122,-0.15420577202160324,0.15420577202160324
no-neoplastic cells: mean of their intensity_skew,0.9336741046864129,0.7807892084283329,0.15288489625808,0.15288489625808
necrosis cells: kurtosis of their intensity_mean,-0.477501098741325,-0.6285817430268467,0.15108064428552165,0.15108064428552165
necrosis cells: kurtosis of their axis_minor_length,-0.11626937374895582,-0.26683999760187743,0.1505706238529216,0.1505706238529216
inflamatory cells: skew of their area,0.15989109745888597,0.018987622489771077,0.1409034749691149,0.1409034749691149
max of cells' degree,8.883333333333333,9.01985111662531,-0.1365177832919766,0.1365177832919766
connective cells: kurtosis of their axis_minor_length,-0.5078657761161279,-0.6441191765790563,0.13625340046292833,0.13625340046292833
necrosis cells: kurtosis of their dissimilarity,-0.35178848479223074,-0.48689505946262696,0.13510657467039622,0.13510657467039622
inflamatory cells: std of their axis_minor_length,3.2899609424334333,3.1551795599199846,0.13478138251344873,0.13478138251344873
neoplastic cells: skew of their intensity_mean,0.3677985355706857,0.23320019774732628,0.13459833782335942,0.13459833782335942
connective cells: std of their intesntiy_kurtosis,0.6753714830485108,0.5421625813206369,0.13320890172787392,0.13320890172787392
inflamatory cells: std of their intensity_std,4.122381081007849,3.9891874197258677,0.1331936612819815,0.1331936612819815
connective cells: skew of their energy,0.3479883307129233,0.48091175216596144,-0.13292342145303815,0.13292342145303815
no-neoplastic cells: skew of their homogeneity,0.27582002387232557,0.40531331463760023,-0.12949329076527466,0.12949329076527466
necrosis cells: kurtosis of their orientation,-0.9836095212644522,-1.110962031448237,0.12735251018378468,0.12735251018378468
no-neoplastic cells: skew of their orientation,0.07931122317258651,-0.046713295643276906,0.1260245188158634,0.1260245188158634
neoplastic cells: kurtosis of their intensity_std,-0.7120784794145189,-0.5880597548324832,-0.12401872458203567,0.12401872458203567
connective cells: skew of their homogeneity,0.249881181715912,0.37355989387637867,-0.12367871216046666,0.12367871216046666
percent_of_cell_region,0.2835684172961176,0.160391397776106,0.12317701952001159,0.12317701952001159
inflamatory cells: std of their dissimilarity,3.2224924598111166,3.34437533273625,-0.12188287292513333,0.12188287292513333
inflamatory cells: skew of their perimeter,-0.13991029362584012,-0.2610072930592805,0.12109699943344038,0.12109699943344038
necrosis cells: kurtosis of their intesntiy_kurtosis,0.40008844736658,0.27966352375211473,0.12042492361446527,0.12042492361446527
no-neoplastic cells: skew of their intesntiy_kurtosis,0.6035772875974503,0.7221078337647103,-0.11853054616726,0.11853054616726
connective cells: mean of their intensity_skew,0.622922970118463,0.5055779002083156,0.11734506991014737,0.11734506991014737
necrosis cells: std of their intensity_std,5.064331854359564,5.181564497413551,-0.1172326430539874,0.1172326430539874
neoplastic cells: kurtosis of their axis_major_length,-0.7062489362611349,-0.5898504423182904,-0.11639849394284452,0.11639849394284452
connective cells: skew of their intensity_mean,0.41531942903446295,0.29903783777536774,0.11628159125909521,0.11628159125909521
neoplastic cells: kurtosis of their perimeter,-0.7437554088762574,-0.6283039515182829,-0.11545145735797446,0.11545145735797446
no-neoplastic cells: kurtosis of their intensity_mean,-0.5219559769122806,-0.6366690279841436,0.11471305107186303,0.11471305107186303
connective cells: std of their intensity_std,5.013720721066502,5.127944793743175,-0.11422407267667278,0.11422407267667278
inflamatory cells: skew of their axis_major_length,-0.05518613528020723,-0.16540535966575484,0.11021922438554761,0.11021922438554761
inflamatory cells: kurtosis of their homogeneity,-0.5280242571309248,-0.6358242317902274,0.10779997465930258,0.10779997465930258
neoplastic cells: skew of their dissimilarity,0.48560382076710523,0.3782646451977822,0.10733917556932304,0.10733917556932304
no-neoplastic cells: kurtosis of their eccentricity,-0.5180588971695779,-0.6248797922891772,0.10682089511959936,0.10682089511959936
inflamatory cells: skew of their axis_minor_length,-0.03280414745809016,-0.13831959233499774,0.10551544487690759,0.10551544487690759
connective cells: kurtosis of their axis_major_length,-0.49889307528790605,-0.603043860730798,0.10415078544289191,0.10415078544289191
neoplastic cells: skew of their perimeter,-0.00041633498414388214,0.10135142350201036,-0.10176775848615424,0.10176775848615424
neoplastic cells: skew of their area,0.3020495777232495,0.40380074808351973,-0.10175117036027026,0.10175117036027026
inflamatory cells: kurtosis of their solidity,0.1759185968865777,0.07520502882512616,0.10071356806145156,0.10071356806145156
neoplastic cells: skew of their axis_major_length,0.09440493264740003,0.19431506434543752,-0.09991013169803749,0.09991013169803749
no-neoplastic cells: skew of their energy,0.4759403571882138,0.5738421282285463,-0.09790177104033249,0.09790177104033249
necrosis cells: kurtosis of their perimeter,-0.292984928683431,-0.3902099109616202,0.09722498227818921,0.09722498227818921
neoplastic cells: std of their axis_major_length,7.429646979898636,7.33264401487677,0.09700296502186578,0.09700296502186578
neoplastic cells: std of their axis_minor_length,4.928965635736588,4.834139720115089,0.09482591562149878,0.09482591562149878
Infiltration of necrosis cells in neoplastic region,0.023171186800185803,0.11685087754687457,-0.09367969074668876,0.09367969074668876
connective cells: kurtosis of their intensity_skew,-0.5726483122484195,-0.6662298702345576,0.0935815579861381,0.0935815579861381
neoplastic cells: skew of their orientation,0.052232085798434864,-0.03941689137309158,0.09164897717152645,0.09164897717152645
no-neoplastic cells: skew of their eccentricity,-0.4583594618616418,-0.366720728478056,-0.0916387333835858,0.0916387333835858
connective cells: kurtosis of their perimeter,-0.6034162413647213,-0.6946665124907963,0.09125027112607498,0.09125027112607498
mean of cells' degree,6.808568195385314,6.899534842251407,-0.09096664686609301,0.09096664686609301
no-neoplastic cells: kurtosis of their area,-0.5880556382692559,-0.6788127173634377,0.09075707909418185,0.09075707909418185
inflamatory cells: kurtosis of their intesntiy_kurtosis,-0.39188338785633886,-0.47535628253011136,0.0834728946737725,0.0834728946737725
inflamatory cells: std of their intesntiy_kurtosis,0.8239366172442083,0.740942967973724,0.08299364927048425,0.08299364927048425
no-neoplastic cells: kurtosis of their intensity_skew,-0.7621349419824627,-0.6794176053443713,-0.08271733663809133,0.08271733663809133
no-neoplastic cells: kurtosis of their orientation,-0.8978817156646011,-0.9805408872896367,0.08265917162503567,0.08265917162503567
inflamatory cells: kurtosis of their dissimilarity,-0.3697299363621438,-0.45213760500715866,0.08240766864501486,0.08240766864501486
no-neoplastic cells: kurtosis of their perimeter,-0.5619332520813526,-0.6426839637019828,0.08075071162063019,0.08075071162063019
connective cells: mean of their orientation,-0.004401042009980247,0.074393147596393,-0.07879418960637324,0.07879418960637324
inflamatory cells: skew of their dissimilarity,0.4627795757437434,0.3850872338532303,0.0776923418905131,0.0776923418905131
necrosis cells: kurtosis of their axis_major_length,-0.3984487218187741,-0.47602046469417103,0.07757174287539692,0.07757174287539692
inflamatory cells: kurtosis of their energy,-0.3874184125503394,-0.46421415794425924,0.07679574539391987,0.07679574539391987
inflamatory cells: skew of their intensity_skew,-0.007605055911210862,-0.0833245425368831,0.07571948662567224,0.07571948662567224
necrosis cells: skew of their eccentricity,-0.3644941130522924,-0.43928913036001976,0.07479501730772736,0.07479501730772736
connective cells: skew of their eccentricity,-1.072020359388874,-0.9988085537122143,-0.07321180567665964,0.07321180567665964
std of cells' degree,0.8091562016569712,0.8810720970700621,-0.07191589541309085,0.07191589541309085
neoplastic cells: skew of their intesntiy_kurtosis,0.6941273184455857,0.7654337417658712,-0.07130642332028547,0.07130642332028547
neoplastic cells: kurtosis of their dissimilarity,-0.46328190518014306,-0.5338291866996177,0.07054728151947459,0.07054728151947459
skew of cells' closeness_centrality,0.22581757592652935,0.15715569964254195,0.0686618762839874,0.0686618762839874
necrosis cells: skew of their area,0.9593357513024962,0.8906924728345069,0.06864327846798923,0.06864327846798923
inflamatory cells: kurtosis of their perimeter,-0.6648808293927316,-0.5964728845105233,-0.06840794488220836,0.06840794488220836
neoplastic cells: kurtosis of their axis_minor_length,-0.8057338373443915,-0.7373921913050901,-0.06834164603930137,0.06834164603930137
inflamatory cells: mean of their intensity_skew,1.013255241504645,0.9483573410069431,0.06489790049770183,0.06489790049770183
connective cells: kurtosis of their contrast,-0.09055159453966782,-0.15493471262524955,0.06438311808558173,0.06438311808558173
no-neoplastic cells: skew of their intensity_skew,-0.014072079812477238,0.04890139762090895,-0.06297347743338619,0.06297347743338619
necrosis cells: skew of their orientation,0.03979558347891025,-0.019268952217021854,0.059064535695932105,0.059064535695932105
inflamatory cells: skew of their intensity_mean,0.5655734825938304,0.6242527624386194,-0.058679279844788934,0.058679279844788934
necrosis cells: skew of their axis_minor_length,0.5994378670109166,0.5411183509188737,0.05831951609204289,0.05831951609204289
necrosis cells: skew of their contrast,0.5722589297821844,0.5149505187468101,0.05730841103537432,0.05730841103537432
connective cells: skew of their intensity_std,0.022245552117369203,-0.03402171409938178,0.05626726621675099,0.05626726621675099
max of cells' clustering_coefficient,0.6976719576719576,0.7534434203789041,-0.05577146270694655,0.05577146270694655
no-neoplastic cells: kurtosis of their axis_minor_length,-0.7035157674443716,-0.7582602466311735,0.05474447918680192,0.05474447918680192
neoplastic cells: skew of their solidity,-1.0525226139054267,-1.105508326035113,0.05298571212968639,0.05298571212968639
no-neoplastic cells: mean of their orientation,-0.03877572277606822,0.014105960545274888,-0.05288168332134311,0.05288168332134311
inflamatory cells: kurtosis of their area,-0.6685095186917926,-0.7213374744919053,0.05282795580011268,0.05282795580011268
no-neoplastic cells: kurtosis of their dissimilarity,-0.3546982657014877,-0.4072389152645592,0.05254064956307147,0.05254064956307147
no-neoplastic cells: skew of their intensity_mean,0.42795492073068125,0.3755956409204146,0.05235927981026667,0.05235927981026667
no-neoplastic cells: skew of their perimeter,0.05472798697268854,0.0030501959712143844,0.051677791001474155,0.051677791001474155
no-neoplastic cells: skew of their dissimilarity,0.41120097641625425,0.36195017333385143,0.049250803082402816,0.049250803082402816
necrosis cells: skew of their dissimilarity,0.42435953178178354,0.37527527736522776,0.049084254416555784,0.049084254416555784
Graph modularity with cell types as community,0.054312649116826706,0.10314786340524887,-0.04883521428842216,0.04883521428842216
necrosis cells: skew of their perimeter,0.5555065018071462,0.5085547619694213,0.04695173983772494,0.04695173983772494
necrosis cells: mean of their perimeter,46.91339026491409,46.86689456666426,0.046495698249835016,0.046495698249835016
connective cells: skew of their dissimilarity,0.48866114252413695,0.4431038346366788,0.045557307887458154,0.045557307887458154
connective cells: skew of their axis_minor_length,0.2632013791825991,0.30863865649638594,-0.04543727731378683,0.04543727731378683
kurtosis of cells' degree_centrality,-0.628283455714231,-0.5832020794513236,-0.045081376262907424,0.045081376262907424
kurtosis of cells' degree,-0.628283455714231,-0.5832020794513239,-0.0450813762629072,0.0450813762629072
neoplastic cells: mean of their orientation,-0.025874908286628577,0.019054619160921177,-0.04492952744754976,0.04492952744754976
connective cells: skew of their solidity,-0.8543794066216943,-0.8992164705299074,0.04483706390821307,0.04483706390821307
necrosis cells: mean of their area,160.9260079800523,160.9704471261962,-0.0444391461439011,0.0444391461439011
no-neoplastic cells: skew of their intensity_std,-0.0006401572531488813,0.04346422004620879,-0.04410437729935767,0.04410437729935767
necrosis cells: skew of their axis_major_length,0.5258942369876488,0.4826101931571259,0.04328404383052292,0.04328404383052292
inflamatory cells: skew of their orientation,0.04894991604304091,0.0058375349004581075,0.0431123811425828,0.0431123811425828
necrosis cells: mean of their intesntiy_kurtosis,-0.16811151094212562,-0.21067040077385724,0.04255888983173162,0.04255888983173162
connective cells: kurtosis of their intesntiy_kurtosis,0.06308053060498421,0.020535595352320433,0.04254493525266378,0.04254493525266378
no-neoplastic cells: kurtosis of their axis_major_length,-0.5572385009539393,-0.5185361823011473,-0.038702318652792056,0.038702318652792056
necrosis cells: skew of their intensity_std,0.06795888617313672,0.1065671966083761,-0.03860831043523938,0.03860831043523938
neoplastic cells: skew of their homogeneity,0.34095789485440525,0.3791351691110784,-0.038177274256673166,0.038177274256673166
necrosis cells: mean of their intensity_skew,0.5571848598821786,0.5202917911978078,0.03689306868437081,0.03689306868437081
necrosis cells: std of their orientation,0.8184300939265945,0.854881939255872,-0.03645184532927748,0.03645184532927748
percent_of_tissue_region,0.5682691682223019,0.5320214360262668,0.036247732196035054,0.036247732196035054
Infiltration of no-neoplastic cells in neoplastic region,0.043191678541192956,0.07863419690720333,-0.035442518366010374,0.035442518366010374
necrosis cells: kurtosis of their solidity,0.5383343849602009,0.5029843119531073,0.035350073007093585,0.035350073007093585
necrosis cells: mean of their axis_minor_length,11.427299133310548,11.461298255408753,-0.03399912209820499,0.03399912209820499
necrosis cells: kurtosis of their energy,-0.304949862569809,-0.2713315986775619,-0.03361826389224709,0.03361826389224709
necrosis cells: std of their intesntiy_kurtosis,0.6311070175610661,0.5974968392251644,0.03361017833590174,0.03361017833590174
necrosis cells: skew of their intensity_skew,0.10408392472558917,0.07187404115204488,0.03220988357354429,0.03220988357354429
neoplastic cells: kurtosis of their homogeneity,-0.6175059565548483,-0.5860838429599153,-0.031422113594932966,0.031422113594932966
no-neoplastic cells: skew of their area,0.27721132979602214,0.24770340238392197,0.029507927412100177,0.029507927412100177
no-neoplastic cells: skew of their solidity,-0.8793669297363405,-0.9088707091870915,0.029503779450751,0.029503779450751
neoplastic cells: kurtosis of their contrast,-0.2603373292696883,-0.23128010130589724,-0.029057227963791038,0.029057227963791038
inflamatory cells: mean of their orientation,-0.030301634438092175,-0.0013873898854847785,-0.028914244552607396,0.028914244552607396
mean of cells' clustering_coefficient,0.48988066055470214,0.5181385553053497,-0.02825789475064755,0.02825789475064755
necrosis cells: skew of their intensity_mean,0.21886027270630398,0.1909828036240874,0.027877469082216583,0.027877469082216583
necrosis cells: kurtosis of their intensity_skew,-0.46005155144639204,-0.48789881603611224,0.0278472645897202,0.0278472645897202
skew of cells' clustering_coefficient,0.3122710815334942,0.3399730114818827,-0.027701929948388493,0.027701929948388493
no-neoplastic cells: std of their orientation,0.7971470493771908,0.8246392458352898,-0.027492196458098972,0.027492196458098972
connective cells: skew of their area,0.46960843474623537,0.4969892596225648,-0.027380824876329424,0.027380824876329424
inflamatory cells: skew of their intensity_std,-0.14686581035978666,-0.17363824312205992,0.026772432762273257,0.026772432762273257
inflamatory cells: kurtosis of their orientation,-1.0276957866559533,-1.053961682784511,0.026265896128557786,0.026265896128557786
neoplastic cells: kurtosis of their intensity_skew,-0.8167249125524105,-0.7907642765171563,-0.025960636035254225,0.025960636035254225
inflamatory cells: skew of their homogeneity,0.16441515662499662,0.19002128296997056,-0.025606126344973945,0.025606126344973945
connective cells: kurtosis of their area,-0.4894785013360128,-0.5150483805503415,0.02556987921432874,0.02556987921432874
necrosis cells: skew of their intesntiy_kurtosis,0.8606888714290559,0.8363720717783371,0.024316799650718868,0.024316799650718868
inflamatory cells: kurtosis of their intensity_skew,-0.7672693815841846,-0.7914157703872857,0.02414638880310116,0.02414638880310116
necrosis cells: kurtosis of their eccentricity,-0.5506654788367136,-0.5747505019091489,0.02408502307243532,0.02408502307243532
neoplastic cells: skew of their intensity_std,0.18374645061746847,0.20721394545260002,-0.023467494835131553,0.023467494835131553
kurtosis of cells' closeness_centrality,-0.9725193660113073,-0.949669089630823,-0.022850276380484313,0.022850276380484313
inflamatory cells: skew of their solidity,-0.6967136108330456,-0.674273070250648,-0.02244054058239764,0.02244054058239764
no-neoplastic cells: skew of their axis_major_length,0.13474625912554275,0.1570250524826072,-0.022278793357064453,0.022278793357064453
connective cells: kurtosis of their solidity,0.24777044384416266,0.26980050829954194,-0.022030064455379278,0.022030064455379278
neoplastic cells: std of their orientation,0.7693972614694093,0.7911170785143327,-0.021719817044923317,0.021719817044923317
necrosis cells: mean of their axis_major_length,16.991770839398093,17.013351821270962,-0.021580981872869387,0.021580981872869387
connective cells: std of their intensity_skew,0.3426222070759498,0.32111214544606387,0.021510061629885946,0.021510061629885946
necrosis cells: skew of their energy,0.533680567489199,0.513141919489392,0.02053864799980698,0.02053864799980698
neoplastic cells: kurtosis of their energy,-0.4243823399530727,-0.40396099584950473,-0.02042134410356794,0.02042134410356794
